,FLAG_TSUNAMI,YEAR,FOCAL_DEPTH,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,POPULATION
1280,No,2001,62,6.6,,PERU,"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA",-16.086,-73.987,160,,,,,,2,300,3,,,26799285
1281,No,2001,33,7.6,,PERU,"PERU:  AREQUIPA, ARICA",-17.543,-72.077,160,1,1,,30,1,2,200,3,,,26799285
1282,No,2001,33,4.3,,CHINA,CHINA:  YUNNAN PROVINCE:  JIANGCHUAN,24.455,102.66,30,,,,2,1,1,150,3,150,3,1271850000
1283,No,2001,10,6.5,,GREECE,GREECE:  SKYROS,39.059,24.244,130,,,,,,1,,,100,2,10862132
1284,No,2001,33,5.8,,PERU,PERU:  ANTABAMA,-14.258,-72.683,160,4,1,,15,1,2,,3,,,26799285
1285,No,2001,5,4.2,6,USA,CALIFORNIA:  LOS ANGELES,34.059,-118.387,150,,,,,,1,,,,,284968955
1286,Yes,2001,20,6.1,,CANADA,CANADA:  QUEEN CHARLOTTE ISLANDS,52.63,-132.2,150,,,,,,,,,,,31020902
1287,No,2001,37,7,8,USA TERRITORY,GUAM,12.686,144.98,170,,,,1,1,2,,3,,,0
1288,No,2001,33,7.5,,INDONESIA,INDONESIA:  BANDA SEA,-4.102,123.907,170,,,,,,,,,,,214427417
1289,No,2001,10,5.6,,CHINA,CHINA:  YUNNAN PROVINCE:  YONGSHENG,26.316,100.648,30,1,1,,220,3,2,3400,4,3400,4,1271850000
1290,No,2001,10,7.8,,CHINA,CHINA:  QINGHAI PROVINCE:  XIDATAN,35.946,90.541,40,,,,,,1,,2,,2,1271850000
1291,Yes,2001,14,6.8,,TAIWAN,TAIWAN,23.954,122.734,30,,,,,,,,,,,0
1292,No,2001,10,4.5,6,BANGLADESH,BANGLADESH:  DHAKA,23.632,90.376,60,,,,100,2,1,,,,2,130088702
1293,Yes,2002,21,7.2,,VANUATU,"VANUATU ISLANDS:  EFATE, PORT VILA",-17.6,167.856,170,,,,,2,1,,,,2,193920
1294,No,2002,33,5.3,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.673,69.902,40,3,1,,50,1,2,,,209,3,6426867
1295,No,2002,11,6.7,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  AITAPE,-3.212,142.427,170,1,1,,,,2,200,3,,,6098621
1296,No,2002,33,5.6,,CHILE,"CHILE: NORTHERN: CUYA, HUARA, IQUIQUE, POZO ALMONTE",-19.384,-69.231,160,,,,,,1,,,,1,15684409
1297,No,2002,15,4.7,,RWANDA,RWANDA:  GISENYI,-1.684,29.077,10,,1,,,,2,307,,,,8427060
1298,No,2002,109,5.9,,MEXICO,"MEXICO:  VERACRUZ:  SAN ANDRES TUXTLA, TUXTEPEC",18.194,-95.908,150,,,,,,1,,,,2,101684758
1299,No,2002,5,6.5,,TURKEY,TURKEY:  AFYON,38.573,31.271,140,44,1,,318,3,2,,,,,65145367
1300,No,2002,44,4.9,,TAJIKISTAN,TAJIKISTAN:  ROGHUN,38.773,69.924,40,,,,,2,1,,,,2,6426867
1301,No,2002,33,5.4,,IRAN,IRAN:  BAGHAN,28.093,51.755,140,1,1,,30,1,2,,,,,0
1302,No,2002,7,5.5,,MEXICO,"MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,150,,,,,,1,,,,,101684758
1303,No,2002,226,7.4,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ",36.502,70.482,40,166,3,,,2,3,300,3,300,3,22600770
1304,Yes,2002,31,7.5,,PHILIPPINES,PHILIPPINES:  MINDANAO,6.033,124.249,170,15,1,,100,2,2,,,800,3,81365258
1305,No,2002,8,6.1,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN",36.062,69.315,40,1000,3,,200,3,4,1500,4,1500,4,22600770
1306,Yes,2002,33,6.4,,JAPAN,JAPAN:  RYUKYU ISLANDS,23.346,124.09,30,,,,,,,,,,,127445000
1307,Yes,2002,33,7.1,,TAIWAN,TAIWAN:  TAIPEI,24.279,122.179,30,5,1,,200,3,2,100,2,,,0
1308,No,2002,71,6.4,,CHILE,"CHILE:  CENTRAL:  COQUIMBO, LA SERENA, OVALLE",-29.67,-71.384,160,,,,,,1,,,,,15684409
1309,No,2002,10,5.9,,TAJIKISTAN,TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN,39.959,69.417,40,50,1,,150,3,2,160,3,160,3,6426867
1310,No,2002,62,6.6,,CHILE,"CHILE:  COPIAPO, TALTAL",-27.535,-70.586,160,,,,19,1,2,34,1,575,3,15684409
1311,No,2002,11,5.2,7,USA,"NEW YORK:  CLINTON, ESSEX, AU SABLE FORKS",44.513,-73.699,150,,,,,,1,,,,,287625193
1312,No,2002,10,5.7,,SERBIA,BALKANS NW:  KOSOVO; MACEDONIA:  N,42.436,21.466,130,1,1,,60,2,1,,,,,7496522
1313,No,2002,33,5.4,,IRAN,IRAN:  WESTERN:  KERMANSHAH,34.642,47.4,140,2,1,,56,2,4,,4,,4,0
1314,No,2002,10,4.3,,GEORGIA,GEORGIA:  TBILISI,41.765,44.96,40,5,1,,52,2,3,,,2400,4,3978515
1315,No,2002,86,7.1,7,USA TERRITORY,GUAM,13.088,144.619,170,,,,5,1,1,,,,,0
1316,No,2002,10,5.5,,TANZANIA,TANZANIA:  BUNDA,-2.907,33.733,10,2,1,,,,2,690,3,700,3,35334788
1317,No,2002,22,6,,ARGENTINA,"ARGENTINA:  AMINGA, ANILLACO, AGUA BLANCA, CHUQUIS",-28.937,-66.797,160,,,,27,1,2,40,1,40,1,37681749
1318,No,2002,40,4.5,,BANGLADESH,"BANGLADESH:  RANGPUR, THAKURGAON, ALMANAGAR",25.842,88.932,60,,,,55,2,1,,,,2,132478086
1319,No,2002,10,6.5,8,IRAN,IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,140,261,3,,1300,4,4,,4,,4,0
1320,No,2002,17,4.8,,GERMANY,"GERMANY:  AACHEN, COLOGNE, SPANGDAHLEM",50.889,6.103,120,,,,,,1,,,,,82488495
1321,No,2002,10,6.5,7,PANAMA,"PANAMA:  BARU, ALANJE, DAVID; COSTA RICA:  LAUREL",7.929,-82.793,100,,,,11,1,2,,2,,3,3149188
1322,No,2002,33,5.3,,CHINA,CHINA:  SICHUAN PROVINCE:  RULONG,30.916,99.927,30,,,,,,1,8,1,8,1,1280400000
1323,No,2002,30,6.5,,USA TERRITORY,NORTHERN MARIANA ISLANDS:  SAIPAN,14.101,146.199,170,,,,,,1,,,,1,0
1324,No,2002,10,6.2,,INDONESIA,INDONESIA:   SULAWESI:  TOJO,-1.196,121.333,170,48,1,,,,2,,,200,3,217357793
1325,No,2002,580,7.7,,FIJI,FIJI ISLANDS,-21.696,-179.513,170,,,,,,,,,,,815257
1326,No,2002,675,7.7,,FIJI,FIJI ISLANDS,-23.884,178.495,170,,,,,,,,,,,815257
1327,No,2002,10,4.4,,EGYPT,EGYPT:  CAIRO,30.2,31.41,15,,,,,,1,,,44,1,0
1328,No,2002,10,5.2,,IRAN,"IRAN: KAK, RAZAN, SIZAN",35.701,48.838,140,,,,,,1,,,,,0
1329,No,2002,32,5.5,,KYRGYZSTAN,KYRGYZSTAN,39.77,72.007,40,,,,,,1,,,,,0
1330,No,2002,5,6,,ITALY,ITALY:  SICILY:  PALERMO,38.381,13.701,130,2,1,,20,1,4,,,,2,57059007
1331,Yes,2002,13,7.6,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK",-3.26,142.94,170,4,1,,70,2,3,,1,873,3,6098621
1332,Yes,2002,21,6.5,,INDIA,"INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY",13.036,93.068,60,2,1,,,,1,40,1,,1,1093317189
1333,No,2002,10,6.4,,INDONESIA,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  RANSIKI,-1.68,134.234,170,,,,,,1,,,31,1,217357793
1334,No,2002,9,4.8,6,UK,"UNITED KINGDOM:  MANSFIELD, DUDLEY",52.52,-2.15,120,,,,1,1,1,,,,,0
1335,No,2002,6,5.3,,MEXICO,MEXICO:  ACAPULCO,16.87,-100.113,150,,,,2,1,1,,,,2,101684758
1336,No,2002,10,5.6,,IRAN,IRAN:  MASJED-E SOLEYMAN,31.995,49.329,140,,,,5,1,2,,,,,0
1337,No,2002,10,4.2,,FRANCE,"FRANCE:  HENNEBONT, LANGUIDIC, LORIENT, TREMOREL",47.832,-3.207,120,,,,,,1,,,,1,61805267
1338,Yes,2002,10,7.6,,INDONESIA,"INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,170,8,1,,632,3,3,1000,3,900,3,217357793
1339,No,2002,4,6.7,8,USA,"ALASKA:  CANTWELL, DENALI NATL PARK",63.514,-147.912,150,,,,,,2,,,,,287625193
1340,No,2002,11,6.2,,CONGO,"CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI",-1.884,29.004,10,2,1,,,,1,,2,,,0
1341,No,2002,10,4.3,8,ITALY,ITALY:  SICILY:  SANTA VENERINA,37.67,15.267,130,,,,9,1,1,,,,2,57059007
1342,No,2002,10,5.7,,ITALY,"ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO",41.789,14.872,130,29,1,,135,3,4,,,,4,57059007
1343,No,2002,33,5.4,,PAKISTAN,PAKISTAN:  GILGIT,35.517,74.654,60,11,1,,40,1,3,,3,,3,149549700
1344,No,2002,30,7.3,,INDONESIA,INDONESIA:  SUMATERA:  SIMEULUE,2.824,96.085,60,3,1,,65,2,3,,,994,3,217357793
1345,No,2002,5,7.9,9,USA,"ALASKA:  SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,150,,,,1,1,4,,,,,287625193
1346,No,2002,33,6.3,,PAKISTAN,"PAKISTAN:  DASHKIN, DOIAN, MUSHKIN",35.414,74.515,60,19,1,,40,1,3,100,2,100,2,149549700
1347,No,2002,33,5.9,,VANUATU,VANUATU ISLANDS: MERE LAVA ISLAND,-14.49,167.827,170,,,,3,1,2,,,,,193920
1348,No,2002,10,5.7,,GREECE,"GREECE:  MEGALOPOLIS, VARTHOLOMION",37.747,21.087,130,,,,17,1,2,8,1,100,2,10902022
1349,No,2002,22,5.5,,CHINA,CHINA:  GANSU PROVINCE:  YUMNE,39.736,97.443,30,2,1,,,,3,13380,4,,,1280400000
1350,No,2002,33,5.2,,IRAN,IRAN:  KERMANSHAH,34.594,47.454,140,,,,15,1,3,3000,4,3000,4,0
1351,No,2002,10,5.7,,CHINA,CHINA:  XINJIANG:  WUQIA,39.57,75.254,40,,,,,,1,,2,,,1280400000
1352,No,2002,91,5.5,,AFGHANISTAN,AFGHANISTAN:  JALALABAD,35.704,69.868,40,,,,,,1,,,,,22600770
1353,No,2003,33,5.2,,IRAN,"IRAN:  KAZERUN, NURABAD",29.59,51.474,140,,,,,2,3,650,3,650,3,0
1354,Yes,2003,33,7.3,,SOLOMON ISLANDS,"SOLOMON ISLANDS:  HONIARA, SAN CRISTOBAL",-10.491,160.77,170,,,,,,,,,,,447017
1355,Yes,2003,24,7.5,8,MEXICO,"MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,150,29,1,,300,3,3,2005,4,6615,4,103081020
1356,No,2003,33,5.5,6,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  DOMPU,-8.807,118.524,60,,,,2,1,2,,,500,3,220309469
1357,No,2003,7,4.7,7,ITALY,"ITALY:  SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA",43.883,11.96,130,,,,,,1,,,,1,57313203
1358,No,2003,10,6.1,,TURKEY,"TURKEY:  SAGLAMTAS, PULUMUR",39.5,39.878,140,1,1,,,2,1,,,,,66089402
1359,No,2003,24,5.3,,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.897,85.923,40,,,,,,1,,,,,1288400000
1360,No,2003,10,5.8,6,PHILIPPINES,PHILIPPINES: LUZON:  DIMASALANG,12.171,123.921,170,,,,,,1,,,,,83051971
1361,No,2003,10,6.3,6,PHILIPPINES,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,170,,,,,,1,,,,2,83051971
1362,No,2003,1,5.2,6,USA,CALIFORNIA:  BIG BEAR CITY,34.31,-116.848,150,,,,,,1,,,,,290107933
1363,No,2003,10,5,,FRANCE,"FRANCE:  BACCARAT, COLMAR, THANN; GERMANY:  EDIGEN",48.342,6.57,120,,,,,,1,,,,,62244886
1364,No,2003,11,6.3,,CHINA,CHINA:  S. XINJIANG:  BACHU,39.61,77.23,40,261,3,,4000,4,4,71000,4,,,1288400000
1365,No,2003,10,5.4,,CHINA,CHINA:  S. XINJIANG:  BACHU,39.483,77.393,40,5,1,,,,1,,,,,1288400000
1366,No,2003,33,4.6,,INDONESIA,"INDONESIA:  JAVA:  CARACAS, CILIMUS, SAMPORA",-6.983,108.468,60,,,,,,2,,,,,220309469
1367,No,2003,6,4.7,,GERMANY,GERMANY:  ALBSTADT,48.21,9,120,,,,,,1,,,,,82534176
1368,No,2003,33,6.5,,INDONESIA,INDONESIA:  FLORES:  REO,-8.294,120.743,60,4,1,,20,1,1,,,,2,220309469
1369,No,2003,47,5.5,,BHUTAN,BHUTAN:  PHUENTSHOLING,27.264,89.331,60,,,,,,1,,,,,627839
1370,No,2003,10,5.7,,TURKEY,"TURKEY:  IZMIR, SEFERIHISAR",38.221,26.958,140,,,,90,2,2,,2,,2,66089402
1371,No,2003,14,6.4,,CHINA,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.529,96.476,30,,,,,,1,45,1,45,1,1288400000
1372,No,2003,20,4.6,6,USA,"ALABAMA:  FORT PAYNE,GAYLESVILLE,VALLEY HEAD",34.494,-85.629,150,,,,,,1,,,,,290107933
1373,No,2003,10,6.4,,TURKEY,TURKEY:  BINGOL,39.007,40.464,140,177,3,,521,3,3,718,3,718,3,66089402
1374,No,2003,10,5.8,,CHINA,CHINA:  S. XINJIANG:  YOPURGA,39.43,77.219,40,1,1,,3,1,3,1600,4,,,1288400000
1375,Yes,2003,12,6.8,10,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,15,2266,4,,10261,4,4,43000,4,43000,4,32264157
1376,No,2003,68,7,,JAPAN,"JAPAN:  HONSHU:  IWATE, MIYAGI, YAMAGATA, AKITA",38.849,141.568,30,,,,143,3,4,,,720,3,127718000
1377,No,2003,31,7,,INDONESIA,"INDONESIA:  MOROTAI, BEREBERE, DARUBA",2.354,128.855,170,1,1,,7,1,1,28,1,20,1,220309469
1378,Yes,2003,8,5.7,,ALGERIA,"ALGERIA:  ALGIERS, BOUMERDES, REGHAIA",36.939,3.578,15,9,1,,200,3,2,,3,,,32264157
1379,No,2003,3,4,6,USA,KENTUCKY:  BARDWELL,36.87,-88.98,150,,,,,,1,,,,,290107933
1380,No,2003,18,5.2,,GREECE,"GREECE:  GONNOI, LARISA",39.893,22.309,130,,,,,,1,,,50,1,10928070
1381,No,2003,33,6.8,6,CHILE,"CHILE:  OVALLE, COQUIMBO; ARGENTINA:  SAN JUAN",-30.608,-71.637,160,,,,1,1,1,,,,2,15849652
1382,No,2003,41,5.2,,IRAN,"IRAN:  NORTHEASTERN: YAKHAK, BASHIRABAD, BUTEHGAZ",35.476,60.784,140,,,,,,1,,,,,0
1383,No,2003,10,5.8,,IRAN,IRAN:  SOUTHERN: GAJJIABAD,28.355,54.169,140,1,1,,25,1,3,3500,4,3500,4,0
1384,No,2003,10,7.6,,INDIAN OCEAN,INDIAN OCEAN:  FELT IN MALDIVES,-2.598,68.382,60,,,,,,,,,,,0
1385,No,2003,10,5.9,,CHINA,CHINA:  YUNNAN PROVINCE,25.975,101.29,30,16,1,,584,3,4,264878,4,264878,4,1288400000
1386,No,2003,10,5.5,,JAPAN,"JAPAN:  HONSHU:  MIYAGI, IWATE",38.432,141.003,30,,,,569,3,4,,,1025,4,127718000
1387,No,2003,10,4.5,,TURKEY,TURKEY:  WESTERN:  BULDAN,38.111,28.887,140,,,,,2,1,,,,,66089402
1388,No,2003,10,5.4,,TURKEY,TURKEY:  WESTERN:  BULDAN,38.019,28.927,140,,,,10,1,1,1,1,1,1,66089402
1389,No,2003,10,5.7,,BANGLADESH,BANGLADESH:  RANGAMATI,22.854,92.306,60,2,1,,25,1,2,500,3,,,134791603
1390,No,2003,10,7.6,,ANTARCTICA,SCOTIA SEA:  SOUTH ORKNEY ISLANDS: LAURIE IS,-60.532,-43.411,20,,,,,,1,,,,,0
1391,No,2003,10,6,,INDONESIA,INDONESIA:  HALMAHERA:  WASILE,1.142,128.152,170,,,,,,2,,,200,3,220309469
1392,No,2003,54,5.4,,PANAMA,"PANAMA:  COLON, PANAMA CITY",9.355,-79.941,100,,,,,,1,,,,,3209048
1393,No,2003,10,6.3,,GREECE,"GREECE:  LEFKADA, PREVEZA",39.16,20.605,130,,,,50,1,2,,,,2,10928070
1394,No,2003,24,5.4,,CHINA,"CHINA:  NEI MONGOL:  LINDONG, TIANSHAN",43.77,119.643,30,4,1,,1000,3,3,7900,3,,,1288400000
1395,No,2003,33,5.5,,CHINA,"CHINA:  TIBET (XIZANG PROVINCE): BOMI,MEDOG,NYINGCHI",29.573,95.605,40,,,,,,1,,,,,1288400000
1396,Yes,2003,28,7.2,,NEW ZEALAND,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,170,,,,,,1,,,,,4027200
1397,No,2003,10,5.3,7,ITALY,"ITALY:  LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,130,,,,,2,1,,,10,1,57313203
1398,No,2003,52,5.7,,JAPAN,JAPAN:  HONSHU:  TOKYO,34.998,140.172,30,,,,7,1,1,,,,2,127718000
1399,No,2003,10,6.6,,MYANMAR (BURMA),MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,19.917,95.672,60,,,,,,1,,,,2,0
1400,No,2003,10,6.4,10,DOMINICAN REPUBLIC,"DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,90,3,1,,15,1,3,,3,,,8850317
1401,Yes,2003,27,8.3,,JAPAN,JAPAN:  HOKKAIDO,41.815,143.91,30,,,,849,3,4,,,,,127718000
1402,No,2003,16,7.3,10,RUSSIA,"RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,40,3,1,,5,1,3,300,3,,,0
1403,No,2003,10,4.4,,RUSSIA,RUSSIA:  KOSH-AGACH,50,87.89,40,,,,,,1,,,,,0
1404,No,2003,32,4.8,,NEW ZEALAND,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,170,,,,,,1,,,,,4027200
1405,No,2003,10,6.7,,RUSSIA,"RUSSIA:  KOSH-AGACH, BARNAUL, GORNO-ALTAYSK",50.211,87.721,40,,,,,,1,,,,1,0
1406,No,2003,78,5.2,,JAPAN,JAPAN:  NEAR S COAST HONSHU:  ATSUGI,35.457,139.871,30,,,,,,1,,,,,127718000
1407,No,2003,10,4.5,,DOMINICAN REPUBLIC,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,90,,,,,,1,,,,1,8850317
1408,No,2003,33,5.6,,CHINA,CHINA:  YUNNAN PROVINCE:  DAYAO,25.954,101.254,30,3,1,,32,1,3,12000,4,12000,4,1288400000
1409,No,2003,10,5.8,,CHINA,"CHINA:  GANSU PROVINCE:  MINLE, SHANDAN",38.4,100.951,30,9,1,,43,1,4,10000,4,,,1288400000
1410,Yes,2003,10,7,,JAPAN,JAPAN:  EAST COAST HONSHU,37.812,142.619,30,,,,,,,,,,,127718000
1411,No,2003,10,5.1,,CHINA,"CHINA:  GANSU PROVINCE:  JONE, LINTAN, MINXIAN",34.712,103.834,30,1,1,,30,1,1,10,1,,,1288400000
1412,No,2003,33,5.6,,CHINA,"CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG",27.372,103.971,30,4,1,,65,1,2,600,3,600,3,1288400000
1413,Yes,2003,33,7.8,,USA,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.146,178.65,150,,,,,,,,,,,290107933
1414,No,2003,35,6.5,7,PHILIPPINES,PHILIPPINES:  SAMAR:  CAN-AVID,12.025,125.416,170,1,1,,21,1,2,1,1,,3,83051971
1415,No,2003,33,4.7,,CHINA,CHINA:  YUNNAN PROVINCE:  LUDIAN,27.283,103.753,30,,,,4,1,4,2000,4,2000,4,1288400000
1416,No,2003,10,6,,CHINA,CHINA:  XINJIANG:  ZHAOSU,42.905,80.515,40,11,1,,47,1,3,769,3,,,1288400000
1417,No,2003,33,4.9,,INDONESIA,"INDONESIA:  FLORES, RUTENG",-8.137,120.524,60,,,,,,1,,,,1,220309469
1418,No,2003,10,6.8,,TAIWAN,"TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,30,,,,1,1,1,,,,,0
1419,No,2003,33,5,,IRAN,IRAN:  WESTERN:  MASJED-E- SOLEYMAN,31.953,49.209,140,,0,,5,1,1,2,1,2,1,0
1420,No,2003,34,4.4,,BULGARIA,BULGARIA: POVADIYA,43.083,27.486,110,,,,,,2,10,1,10,1,7775327
1421,No,2003,8,6.6,8,USA,"CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,150,2,1,,40,1,4,40,1,,,290107933
1422,No,2003,33,6.5,,PANAMA,PANAMA-COSTA RICA:  PUERTO ARMUELLES,8.416,-82.824,100,2,1,,75,2,2,,,,3,3209048
1423,No,2003,10,6.6,9,IRAN,"IRAN:  SOUTHEASTERN:  BAM, BARAVAT",28.995,58.311,140,31000,4,,30000,4,4,,4,,4,0
1424,Yes,2003,10,6.1,,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.107,169.35,170,,,,,,,,,,,225296
1425,No,2004,45,5.8,6,INDONESIA,"INDONESIA:  BALI, LOMBOK",-8.31,115.788,60,1,1,,29,1,3,6000,4,,,223285676
1426,No,2004,29,6.1,,MEXICO,"MEXICO:  GUERRERO, MEXICO CITY",17.488,-101.303,150,,,,,,1,,,,,104514932
1427,No,2004,5,2.2,,SLOVAKIA,SLOVAKIA:  SLOVENSKO L'UPCA,48.758,19.217,110,,,,,,1,,,,,0
1428,No,2004,10,4.4,,ALGERIA,"ALGERIA:  NORTHERN:  ALGIERS, BOUMERDES",36.852,3.418,15,,,,300,3,1,,,,,32692163
1429,No,2004,12,5.2,,IRAN,IRAN:  SOUTHERN:  FIRUZABAD,27.695,52.397,140,,,,,,1,,,,,0
1430,Yes,2004,17,6.7,,INDONESIA,INDONESIA:  SERAM,-3.12,127.4,170,,,,,,,,,,,223285676
1431,No,2004,29,6.1,,PANAMA,PANAMA-COSTA RICA:  CHIRIQUI,8.358,-82.877,100,,,,4,1,1,,,,,3269356
1432,No,2004,17,7,,INDONESIA,INDONESIA:  NABIRE,-3.615,135.538,170,37,1,,682,3,2,2678,4,,,223285676
1433,No,2004,10,7.3,,INDONESIA,INDONESIA:  NABIRE,-4.003,135.023,170,,,,,,1,,,,,223285676
1434,Yes,2004,27,5.3,,JORDAN,"JORDAN:  MA'IN; ISRAEL:  JERUSALEM, PETAH-TIQWA",31.675,35.551,140,,,,4,1,2,,,,2,5580244
1435,No,2004,11,5.4,,PAKISTAN,"PAKISTAN:  BALAKOT, BATGRAM, MANSEHRA",34.774,73.216,60,24,1,,40,1,3,1420,4,1420,4,156664697
1436,No,2004,56,5.1,,INDONESIA,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,60,5,1,,7,1,1,,,,,223285676
1437,No,2004,42,6,,INDONESIA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-1.559,100.488,60,,,,1,1,1,,,,,223285676
1438,No,2004,10,4.7,,BURUNDI,BURUNDI:  RUYAGA,-3.393,29.558,10,3,1,,,,1,24,1,,,7131693
1439,No,2004,0,6.4,9,MOROCCO,"MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,15,628,3,,926,3,4,2539,4,,,30115214
1440,No,2004,9,5.2,,GREECE,GREECE:  SOUTHERN:  KALAMATA,37.136,22.116,130,,,,,,1,,,,1,10955141
1441,No,2004,19,5.4,,CHINA,"CHINA:  NEI MONGOL:  BAYAN UL HOT, ULIASTAI",45.382,118.256,30,,,,100,2,4,38000,4,,,1296075000
1442,No,2004,,5.6,,TURKEY,TURKEY:  ERZURUM,39.93,40.812,140,10,1,,46,1,1,45,1,45,1,67010930
1443,No,2004,5,5.6,,TURKEY,TURKEY:  ASKALE,39.847,40.874,140,,,,12,1,1,50,1,50,1,67010930
1444,No,2004,187,6.5,,AFGHANISTAN,"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN",36.512,71.029,40,3,1,,5,1,,,,,,24726684
1445,No,2004,66,5.4,,INDONESIA,INDONESIA:  SUMATRA:  PADANG,-1.549,100.54,60,,,,,,1,,,,,223285676
1446,No,2004,96,5.5,,INDONESIA,INDONESIA:  BALI,-8.669,114.65,60,,,,,,1,,,,1,223285676
1447,No,2004,66,6.7,,INDONESIA,INDONESIA:  TIMOR: KUPANG,-9.362,122.839,60,,,,,,1,,,,,223285676
1448,No,2004,45,5.2,,TAIWAN,TAIWAN:  HUALIEN: TAROKO GORGE NATIONAL PARK,24.081,121.611,30,2,1,,1,1,1,,,,,0
1449,No,2004,21,6.6,6,CHILE,CHILE: CANETE,-37.695,-73.406,160,,,,,,1,,,,,16014971
1450,No,2004,14,5.4,,CHINA,CHINA:  QINGHAI PROVINCE:  DELINGHA,37.506,96.758,30,,,,,,3,,,,,1296075000
1451,No,2004,67,5,,IRAN,IRAN:  KAZERUN,29.881,51.474,140,,,,,,1,4,1,4,1,0
1452,No,2004,10,4.5,,PAKISTAN,PAKISTAN:  QUETTA,30.126,67.121,60,1,1,,30,1,1,,,,,156664697
1453,No,2004,35,4.1,6,PHILIPPINES,PHILIPPINES:  BOHOL ISLAND:  TUBIGON,9.926,124.038,170,,,,,,1,,,,,84710542
1454,No,2004,17,6.3,,IRAN,"IRAN:  MAZANDARAN, QAZVIN, TEHRAN",36.29,51.61,140,35,1,,400,3,4,,,,,0
1455,No,2004,14,4.9,,RUSSIA,"RUSSIA:  SAKHALIN, YUZHNO, SAKHALINSK",47.311,142.12,50,,,,,,1,,,46,1,0
1456,No,2004,10,4.6,,SAUDI ARABIA,SAUDI ARABIA: WESTERN,27.836,36.905,140,,,,,,1,,,,,23132682
1457,No,2004,38,5.9,6,CHILE,"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,160,,,,,,1,,,,,16014971
1458,No,2004,5,5.1,,TURKEY,TURKEY:  DOGUBEYAZIT,39.766,43.979,140,18,1,,21,1,,,,,,67010930
1459,No,2004,8,5.2,,SLOVENIA,"SLOVENIA: BOVEC, KOBARID",46.296,13.641,130,1,1,,5,1,1,,1,,1,1997012
1460,No,2004,,4.6,,AFGHANISTAN,AFGHANISTAN: HERAT,34.89,61.852,40,,,,,,2,,,,,24726684
