,FLAG_TSUNAMI,YEAR,FOCAL_DEPTH,EQ_PRIMARY,INTENSITY,COUNTRY,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,POPULATION
2142,No,2015,20,6.5,5,INDONESIA,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,60,,,,,,3,,,1468,4,258383256
2143,No,2015,14,5.3,,VENEZUELA,VENEZUELA:  MERIDA,8.477,-71.365,160,1,1,,,,1,33,1,83,2,0
2144,Yes,2015,10,6.9,7,CHILE,CHILE:  LA SERENA,-29.439,-72.105,160,,,,,,,,,,,17969353
2145,Yes,2015,12,6.7,4,JAPAN,JAPAN:  KYUSYU ISLAND,31.001,128.873,30,,,,,,,,,,,127141000
2146,Yes,2015,11,6.5,,GREECE,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,130,2,1,,4,1,2,1,1,,2,10820883
2147,No,2015,18,5.6,5,KYRGYZSTAN,KYRGYZSTAN: OSH,40.376,73.204,40,,,,,,2,200,3,800,3,0
2148,Yes,2015,13,6.8,4,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.899,158.422,170,,,,,,,,,,,603118
2149,No,2015,5,5.1,4,VENEZUELA,VENEZUELA:  MERIDA,8.48,-71.42,160,1,1,,3,1,1,,,6,1,0
2150,No,2015,636,7.6,4,PERU,PERU-BRAZIL,-10.77,-71.41,160,,,,,,,,,,,30470734
2151,No,2015,606,7.6,4,PERU,PERU-BRAZIL,-10.07,-70.98,160,,,,,,,,,,,30470734
2152,No,2015,22,7.2,3,TAJIKISTAN,TAJIKISTAN,38.211,72.78,40,2,1,,,3,2,500,3,,3,8454028
2153,No,2015,85,6.6,5,MEXICO,MEXICO:  COCOTITLAN,15.802,-93.633,150,2,1,,,,,,,,,121858258
2154,No,2015,206,6.3,5,AFGHANISTAN,AFGHANISTAN; PAKISTAN,36.494,71.126,40,4,1,,97,2,1,,1,,1,34413603
2155,No,2016,55,6.7,7,INDIA,INDIA:  IMPAHL,24.804,93.651,60,13,1,,100,2,4,,,,2,1324509589
2156,No,2016,4,5.6,3,INDONESIA,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,170,1,1,,22,1,1,,,230,3,261554226
2157,No,2016,126,7.1,6,USA,ALASKA:  KENAI,59.658,-153.452,150,,,,,,1,4,1,,,322941311
2158,No,2016,12,6.3,6,MOROCCO,MOROCCO:  MELILLA,35.649,-3.682,15,1,1,,26,1,1,,1,,1,35126296
2159,No,2016,10,6.4,7,TAIWAN,TAIWAN:  TAINAN,22.97,120.46,30,117,3,,525,3,4,,1,,1,0
2160,Yes,2016,24,7.8,5,INDONESIA,INDONESIA: SUMATRA:,-4.952,94.33,60,,,,,,,,,,,261554226
2161,No,2016,212,6.6,5,AFGHANISTAN,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,40,6,1,,5,1,1,,,20,1,35383128
2162,No,2016,136,6.9,5,MYANMAR (BURMA),INDIA: ASSAM; BANGLADESH,23.094,94.865,60,2,1,,170,3,2,,,4,1,0
2163,No,2016,10,7,8,JAPAN,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,30,50,1,,1500,4,4,80000,4,,,126994511
2164,Yes,2016,17,7.8,8,ECUADOR,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,160,663,3,1,6274,4,4,6998,4,29672,4,16491115
2165,Yes,2016,24,7,,VANUATU,VANUATU ISLANDS,-16.043,167.379,170,,,,,,,,,,,278330
2166,No,2016,8,5.2,,CHINA,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,40,,,,60,2,1,,1,,,1378665000
2167,No,2016,30,6.9,4,ECUADOR,ECUADOR:  MANABI PROVINCE,0.495,-79.616,160,1,1,,162,3,1,,1,32,1,16491115
2168,No,2016,11,5.4,5,ALGERIA,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,15,,,,28,1,2,,3,,1,40551404
2169,No,2016,50,6.6,5,INDONESIA,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,60,1,1,,30,1,2,,,2663,4,261554226
2170,No,2016,31,6.3,4,INDONESIA,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,170,,,,,,1,,,,1,261554226
2171,No,2016,10,5,,TAJIKISTAN,TAJIKISTAN:  RASHT,38.881,70.559,40,,,,,,1,31,1,,,8663579
2172,No,2016,196,7.7,4,USA TERRITORY,NORTHERN MARIANA ISLANDS,18.543,145.507,170,,,,,,,,,,,0
2173,No,2016,25,4.9,,CHINA,CHINA:  GUANGXI PROVINCE,24.134,111.478,30,,,,,,2,,,200,3,1378665000
2174,No,2016,21,5.6,6,INDONESIA,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,60,,,,4,1,2,,,700,3,261554226
2175,Yes,2016,16,7.2,,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,170,,,,,,,,,,,276550
2176,No,2016,8,5.5,6,PERU,PERU:  AREQUIPA,-15.64,-71.68,160,9,1,,68,2,2,605,3,671,3,30926032
2177,Yes,2016,10,7.4,,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,SOUTH SANDWICH ISLANDS,-55.285,-31.877,70,,,,,,,,,,,0
2178,Yes,2016,10,6,2,JAPAN,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,30,,,,,,,,,,,126994511
2179,No,2016,4,6.2,9,ITALY,"ITALY:  ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,130,299,3,1,368,3,4,,3,,2,60627498
2180,No,2016,82,6.8,5,MYANMAR (BURMA),MYANMAR (BURMA): CHAUK,20.923,94.569,60,4,1,,20,1,3,,,230,3,0
2181,Yes,2016,19,7,5,NEW ZEALAND,NEW ZEALAND:  GISBORNE,-37.359,179.146,170,,,,,,,,,,,4693200
2182,No,2016,40,5.9,,TANZANIA,TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI,-1.036,31.618,10,23,1,,252,3,4,1172,4,6281,4,53050790
2183,No,2016,13,5.1,6,MACEDONIA,BALKANS NW:  MACEDONIA,42.008,21.488,130,,,,30,1,3,,,,1,0
2184,No,2016,13,5.4,6,SOUTH KOREA,SOUTH KOREA:  GYEONGJU,35.781,129.216,30,1,1,,14,1,3,,,106,3,0
2185,No,2016,10,4.8,,RWANDA,RWANDA:  RISUZI; CONGO:  UKAVU,-2.65,29.06,10,8,1,,,1,1,22,1,,,11668818
2186,No,2016,8,5.5,4,NICARAGUA,NICARAGUA:  LEON,12.442,-86.515,100,1,1,,5,1,2,6,1,487,3,6303974
2187,No,2016,10,5.4,2,PAKISTAN,"PAKISTAN:  MANSEHRA, NARAN",34.905,73.682,60,1,1,,,2,1,,2,,,203627284
2188,No,2016,6,6.2,6,JAPAN,JAPAN:  KURAYOSHI,35.374,133.809,30,,,,7,1,4,2,1,160,3,126994511
2189,No,2016,10,6.1,7,ITALY,"ITALY:  VISSO, USSITA",42.956,13.067,130,1,1,,,1,4,,,1001,4,60627498
2190,No,2016,9,6.6,7,ITALY,ITALY: NORCIA,42.84,13.11,130,2,1,,20,1,4,,1,,4,60627498
2191,No,2016,3,5,6,USA,OKLAHOMA:  CUSHING,35.988,-96.805,150,,,,,1,3,,,50,1,322941311
2192,Yes,2016,15,7.8,8,NEW ZEALAND,NEW ZEALAND:  AMBERLEY,-42.737,173.054,170,2,1,,,,2,,,,1,4693200
2193,Yes,2016,9,6.9,7,JAPAN,JAPAN: NEAR E COAST HONSHU,37.393,141.387,30,,,,15,1,1,,,,,126994511
2194,Yes,2016,33,6.9,5,NICARAGUA,NICARAGUA,11.96,-88.835,100,,,,,,,,,,,6303974
2195,No,2016,17,6.6,7,CHINA,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,40,1,1,,,,3,,2,,,1378665000
2196,No,2016,10,5.4,4,NEPAL,"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,40,1,1,,1,1,1,2,1,,,27261131
2197,No,2016,5,4.2,,POLAND,POLAND:  RUDNA,51.613,16.157,120,8,1,,9,1,1,,,,,37970087
2198,No,2016,1,5.3,6,COSTA RICA,"COSTA RICA:  PARAISO, TURRIALBA",9.949,-83.807,100,,,,,,2,,,60,2,4899345
2199,No,2016,10,6.2,6,PERU,"PERU:  PUNO, LAMPA",-15.44,-70.93,160,1,1,,17,1,1,8,1,40,1,30926032
2200,No,2016,13,6.5,8,INDONESIA,INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA,5.283,96.168,60,104,3,,857,3,4,245,3,18752,4,261554226
2201,No,2016,18,6,3,CHINA,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,40,1,1,,,,4,,,,,1378665000
2202,Yes,2016,40,7.8,8,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.681,161.327,170,1,1,,,,1,191,3,126,3,619437
2203,Yes,2016,20,6.9,7,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.749,161.132,170,,,,,,,,,,,619437
2204,Yes,2016,95,7.9,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  NEW BRITAIN NEW IRELAND,-4.505,153.522,170,,,,,,,,,,,8271760
2205,No,2016,6,5.4,6,ECUADOR,ECUADOR:  ESMERALDAS,0.93,-79.84,160,3,1,,47,1,2,10,1,70,2,16491115
2206,Yes,2016,30,7.6,7,CHILE,CHILE,-43.517,-74.391,160,,,,,,1,,,,,18209068
2207,No,2017,32,5.7,,INDIA,INDIA:  AMBASA;  BANGLADESH,24.015,92.018,60,3,1,,,1,1,,,,2,1338658835
2208,Yes,2017,12,6.9,6,FIJI,FIJI ISLANDS,-19.373,176.052,170,,,,,,,,,,,877459
2209,No,2017,10,5,,IRAN,IRAN:  KHONJ,28.2,53.107,140,4,1,,4,1,1,,,,,0
2210,No,2017,7,5.5,,MADAGASCAR,MADAGASCAR: ANTSIRABE,-20.16,46.647,60,2,1,,,1,1,,,,1,25570540
2211,No,2017,9,5.7,,ITALY,ITALY:  FARINDOLA,42.529,13.282,130,34,1,,11,1,3,,1,,,60536709
2212,Yes,2017,135,7.9,9,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,170,3,1,,,,1,,3,,,8438029
2213,No,2017,10,5.3,,TURKEY,TURKEY:  CANAKKALE,39.599,26.065,140,,,,5,1,2,,,90,2,81101892
2214,No,2017,38,5.5,,COLOMBIA,COLOMBIA:  HUILA,3.449,-74.672,160,,,,,,2,,,378,3,48901066
2215,No,2017,29,6.3,,PAKISTAN,PAKISTAN:  PASNI,25.191,63.264,60,,,,,,1,20,1,,1,207896686
2216,No,2017,15,6.5,8,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.907,125.452,170,8,1,,202,3,4,215,3,3042,4,105173264
2217,No,2017,30,5.9,,ZAMBIA,ZAMBIA:  KAPUTA,-8.44,30.031,10,,,,5,1,1,,1,,,16853688
2218,No,2017,11,5.7,,PHILIPPINES,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,170,1,1,,45,1,1,13,1,,,105173264
2219,No,2017,10,5.1,,MYANMAR (BURMA),MYANMAR (BURMA):  THARRAWADDY,17.399,96,60,2,1,,36,1,1,,1,,1,0
2220,No,2017,112,5.6,,INDONESIA,INDONESIA:  BALI,-8.492,115.323,60,,,,4,1,2,,1,,,264645886
2221,No,2017,28,5,2,CHINA,CHINA:   YUNNAN PROVINCE,25.938,99.841,30,,,,1,1,4,,,,,1386395000
2222,No,2017,13,6.1,,IRAN,IRAN:  SEFID SANG,35.776,60.436,140,2,1,,11,1,1,,,,1,0
2223,No,2017,14,5.9,,PHILIPPINES,"PHILIPPINES: BATANGAS, CALABARZON",13.77,120.935,170,,,,6,1,2,506,3,2108,4,105173264
2224,No,2017,10,4.8,,EL SALVADOR,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.766,-89.155,100,1,1,,3,1,1,,,,2,6388122
2225,Yes,2017,28,6.9,9,CHILE,CHILE:  VALPARAISO,-33.038,-72.062,160,,,,,,,,,,,18470439
2226,Yes,2017,26,6.9,9,PHILIPPINES,PHILIPPINES: SARANGANI,5.504,125.066,170,,,,5,1,1,1,1,,1,105173264
2227,Yes,2017,1,6.2,,CANADA,ALASKA:  SKAGWAY; CANADA:  BRITISH COLUMBIA,59.852,-136.677,150,,,,,,,,,,,36543321
2228,No,2017,11,6,,TAJIKISTAN,"KYRGYZSTAN:  OSH, BATKEN",39.494,71.444,40,,,,,,3,537,3,,,8880268
2229,No,2017,8,5.4,,CHINA,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",37.643,75.31,40,8,1,,23,1,4,3015,4,,,1386395000
2230,No,2017,63,5.1,,AZERBAIJAN,IRAN:  ARDABIL,39.816,48.57,40,,,,20,1,2,,,85,2,9854033
2231,No,2017,8,5.6,,IRAN,IRAN: KHORASAN,37.769,57.206,140,3,1,,400,3,2,,1,,4,0
2232,No,2017,10,4.4,,TANZANIA,TANZANIA: MWANZA,-3.043,32.888,10,1,1,,18,1,,,,,,54663906
2233,No,2017,3,4.9,,TURKEY,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.764,27.778,140,,,,,,2,,,35,1,81101892
2234,No,2017,12,6.6,7,INDONESIA,INDONESIA:  SULAWESI:  POSO,-1.292,120.431,170,,,,25,1,2,5,1,348,3,264645886
2235,Yes,2017,12,6.3,,GREECE,GREECE: LESBOS,38.93,26.365,130,1,1,,15,1,2,10,1,250,3,10754679
2236,No,2017,93,6.9,8,GUATEMALA,"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO",14.909,-92.009,100,5,1,,30,1,3,,1,,3,16087418
2237,No,2017,,3.2,,NEPAL,NEPAL:  DHADING,27.64,85.17,60,1,1,,1,1,,,,,,27627124
2238,No,2017,38,6.8,6,GUATEMALA,"GUATEMALA: ESCUINTLA, SUCHITEPEQUEZ, GUATEMALA",13.717,-90.972,100,,,,4,1,2,,,53,2,16087418
2239,No,2017,27,5.6,,MOZAMBIQUE,MOZAMBIQUE,-19.45,34.488,10,,,,4,1,1,2,1,2,1,28649007
2240,No,2017,11,6.5,9,PHILIPPINES,PHILIPPINES: LEYTE,11.127,124.629,170,4,1,,448,3,3,735,3,1029,4,105173264
2241,Yes,2017,10,7.7,8,RUSSIA,RUSSIA: BERING ISLAND,54.443,168.857,50,,,,,,,,,,,0
2242,No,2017,44,6.4,,PERU,PERU:  AREQUIPA,-16.416,-73.636,160,1,1,,1,1,,,,,,31444297
2243,Yes,2017,7,6.6,7,TURKEY,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.929,27.414,140,2,1,,500,3,2,,1,,1,81101892
2244,No,2017,99,5.4,,CHILE,CHILE:  SANTIAGO,-33.201,-70.614,160,1,1,,,,,,,,,18470439
2245,No,2017,9,6.5,5,CHINA,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,30,25,1,,525,3,4,100,2,72500,4,1386395000
2246,No,2017,20,6.3,,CHINA,CHINA:  XINGJIANG: BORTALA,44.302,82.832,40,,,,32,1,2,142,3,1060,4,1386395000
2247,No,2017,41,5.6,,PERU,PERU: AREQUIPA,-16.299,-73.474,160,1,1,,,1,,,,,,31444297
2248,No,2017,32,5.8,,PERU,PERU:  JUNIN,-10.721,-74.566,160,1,1,,2,1,1,,,,,31444297
2249,No,2017,3,4.2,,ITALY,ITALY:  ISCHIA ISLAND,40.783,13.939,130,2,1,,42,1,,,2,,2,60536709
2250,No,2017,17,5,,PHILIPPINES,PHILIPPINES: LEYTE: ORMOC,10.954,124.707,170,2,1,,,1,2,,,56,2,105173264
2251,Yes,2017,46,8.2,9,MEXICO,"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA",14.761,-94.103,150,98,2,,251,3,4,47468,4,94027,4,124777324
2252,No,2017,39,7.1,9,MEXICO,"MEXICO: MEXICO CITY, MORELOS, PUEBLA",18.339,-98.68,150,369,3,,6000,4,4,226,3,184000,4,124777324
2253,No,2017,10,6.1,,MEXICO,MEXICO:  OAXACA,16.626,-95.078,150,5,1,,7,1,1,11,1,,,124777324
2254,No,2017,8,5.7,,PHILIPPINES,PHILIPPINES: MINDANAO: LANAO DEL SUR PROVINCE,7.562,124.743,170,,,,11,1,2,55,2,1659,4,105173264
2255,Yes,2017,24,6.7,3,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.697,169.149,170,,,,,,,,,,,280350
2256,No,2017,6,6.1,5,INDONESIA,INDONESIA:  MALUKU:  AMBON,-3.745,127.752,170,1,1,,,,1,,,14,1,264645886
2257,Yes,2017,22,6.6,3,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.648,168.859,170,,,,,,,,,,,280350
2258,No,2017,19,7.3,8,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.911,45.959,140,630,3,,12900,4,4,15500,4,14500,4,0
2259,No,2017,19,6.5,8,COSTA RICA,COSTA RICA: JACO,9.515,-84.487,100,2,1,,,,,,,,,4949954
2260,No,2017,10,5.5,8,SOUTH KOREA,SOUTH KOREA: POHANG,36.074,129.27,30,,,,90,2,4,,1,2000,4,0
2261,No,2017,8,6.4,9,CHINA,CHINA:  TIBET (XIZANG PROVINCE): NYINGCHI,29.833,94.984,40,,,,2,1,3,,,3000,4,1386395000
2262,No,2017,8,5.8,,INDONESIA,INDONESIA: NORTH MALUKU: MOROTAI,2.465,128.148,170,1,1,,,,2,,,294,3,264645886
2263,Yes,2017,14,6.3,5,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.638,168.673,170,,,,,,,,,,,280350
2264,Yes,2017,13,6.6,4,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.503,168.598,170,,,,,,,,,,,280350
2265,Yes,2017,10,7,4,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.325,168.672,170,,,,,,,,,,,280350
2266,No,2017,10,5.1,4,CHINA,CHINA: CHONGQING: WULONG,29.349,108.058,30,,,,8,1,2,1,1,30,1,1386395000
2267,No,2017,10,6,,IRAN,IRAN:  KERMAN,30.765,57.331,140,,,,51,1,1,,2,,1,0
2268,No,2017,92,6.5,,INDONESIA,INDONESIA:  JAVA,-7.734,108.023,60,4,1,,36,1,2,,,4825,4,264645886
2269,No,2017,10,4.9,,IRAN,IRAN:  ALBORZ,35.654,50.949,140,2,1,,115,3,,,,,,0
2270,No,2017,10,4,,IRAN,"IRAN: ALBORZ, TEHRAN",35.692,50.9,140,1,1,,57,2,,,,,,0
2271,No,2018,10,4.9,,MONTENEGRO,BALKANS NW:  MONTENEGRO: BERANE,42.658,19.883,130,,,,,1,2,,,,3,622227
2272,No,2018,10,5,,IRAN,IRAN:  KERMANSHAH,34.649,45.799,140,,,,51,2,,,,,,0
2273,No,2018,,3.4,,NETHERLANDS,THE NETHERLANDS: GRONINGEN,53.2,6.6,120,,,,,,2,,,,4,17231624
2274,Yes,2018,10,7.5,,HONDURAS,HONDURAS,17.474,-83.519,90,,,,,,1,,,7,1,9587522
2275,No,2018,10,5.5,,IRAN,IRAN: KERMANSHAH,33.764,45.749,140,,,,13,1,1,,,,2,0
2276,No,2018,36,7.1,6,PERU,PERU: YAUCA,-15.776,-74.744,160,2,1,,139,3,3,259,3,1577,4,31989256
2277,No,2018,44,6,,INDONESIA,INDONESIA:  JAVA:  BANTEN,-7.196,105.918,60,1,1,,11,1,2,,,2760,4,267663435
2278,Yes,2018,25,7.9,,USA,ALASKA:  KODIAK ISLAND,56.046,-149.073,150,,,,,,1,,,,,326687501
2279,No,2018,191,6.1,,AFGHANISTAN,AFGHANISTAN; PAKISTAN:  BALUCHISTAN,36.543,70.816,40,2,1,,15,1,,,,,,37172386
2280,No,2018,19,5.2,,ECUADOR,ECUADOR:  PASTAZA,-1.756,-77.694,60,1,1,,,,,,,,1,17084357
2281,No,2018,11,6.4,,TAIWAN,TAIWAN:  HUALIEN,24.174,121.653,30,17,1,,291,3,2,4,1,,1,0
2282,No,2018,25,7.2,,MEXICO,MEXICO:  OAXACA,16.646,-97.653,150,13,1,,,,2,,,1000,3,126190788
2283,No,2018,23,7.5,8,PAPUA NEW GUINEA,"PAPUA NEW GUINEA: S HIGHLANDS, HELA;  INDONESIA",-6.068,142.768,170,145,3,,300,3,4,,4,,4,8606316
2284,No,2018,16,6.1,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  S HIGHLANDS,-6.182,142.492,170,1,1,,,,,,,,,8606316
2285,No,2018,10,6,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  S HIGHLANDS,-6.307,142.62,170,11,1,,,,,,,,,8606316
2286,No,2018,10,6.7,,PAPUA NEW GUINEA,"PAPUA NEW GUINEA:  S HIGHLANDS, HELA",-6.294,142.607,170,25,1,,,,,1,1,,,8606316
2287,No,2018,10,5.3,,IRAN,IRAN:  KERMANSHAH,34.456,45.764,140,,,,54,2,,,,,,0
2288,No,2018,10,4.9,,VENEZUELA,VENEZUELA:  MERIDA,8.346,-71.664,160,,,,,,2,,,28,1,0
2289,No,2018,10,6.3,,PAPUA NEW GUINEA,PAPUA NEW GUINEA:  HELA,-5.841,142.49,170,4,1,,,,1,,1,,1,8606316
2290,No,2018,8,5.6,,JAPAN,JAPAN:  SHIMANE PREFECTURE,35.262,132.541,30,,,,8,1,,,,429,3,126529100
2291,No,2018,5,4.7,,ITALY,ITALY:  MUCCIA,43.093,13.046,130,,,,,,1,,,,,60421760
2292,No,2018,4,4.4,2,INDONESIA,INDONESIA:  JAVA:  BANJARNEGARA,-7.21,109.65,60,3,1,,21,1,2,,,316,3,267663435
2293,No,2018,10,5.2,,TURKEY,TURKEY:  ADIYAMAN,37.596,38.514,140,,,,39,1,1,,,,1,82319724
2294,No,2018,10,5.3,,IRAN,IRAN:  KOHGILUYEH AND BOYER-AHMAD: SISAKHT,30.715,51.485,140,,,,133,3,2,,,,1,0
2295,No,2018,,2.1,,SOUTH AFRICA,SOUTH AFRICA:  WEST RAND,-26.4,27.5,10,7,1,,6,1,,,,,,57779622
2296,Yes,2018,5,6.9,,USA,HAWAIIAN ISLANDS: PUNA DISTRICT,19.37,-155.032,150,,,,,,1,,,,,326687501
2297,No,2018,10,4.1,,POLAND,POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ,50.11,18.71,120,5,1,,2,1,1,,,,,37974750
2298,No,2018,10,5.6,,EL SALVADOR,"EL SALVADOR:  LA UNION, SAN MIGUEL",13.095,-88.099,100,,,,1,1,2,11,1,298,3,6420744
2299,No,2018,112,6.2,,AFGHANISTAN,AFGHANISTAN: TAKHAR;  PAKISTAN,36.99,71.369,40,,,,13,1,1,,1,45,1,37172386
2300,No,2018,17,5.8,,COMOROS,COMOROS:  MAYOTTE,-12.778,45.593,60,,,,3,1,1,,,,1,832322
2301,No,2018,10,5.1,,CHINA,CHINA:  JILIN PROVINCE:  NINGJIANG,45.279,124.557,30,,,,,,3,,,10000,4,1392730000
2302,No,2018,24,5.3,,AZERBAIJAN,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.785,40,1,1,,31,1,1,,,,1,9939771
2303,No,2018,10,4.9,,COLOMBIA,COLOMBIA:  PASTO,1.032,-77.259,160,2,1,,,,1,1,1,,1,49648685
2304,No,2018,11,5.5,,JAPAN,JAPAN:  OSAKA,34.833,135.612,30,5,1,,380,3,4,,,470,3,126529100
2305,No,2018,10,5.2,,INDONESIA,INDONESIA: SUMATRA: SOLOK,-0.965,100.771,60,1,1,,2,1,1,2,1,10,1,267663435
2306,No,2018,6,5.9,,IRAN,IRAN:  KERMANSHAH,34.645,46.179,140,,,,287,3,2,,,951,3,0
2307,No,2018,6,6.4,,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.274,116.491,60,17,1,,355,3,3,5448,4,,3,267663435
2308,Yes,2018,31,6.9,,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.287,116.452,60,560,3,,7733,4,4,,3,83392,4,267663435
2309,No,2018,10,5.9,,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.394,116.208,60,2,1,,24,1,2,,,,3,267663435
2310,No,2018,10,5,,CHINA,CHINA:   YUNNAN PROVINCE:  YUXI,24.322,102.941,30,,,,24,1,2,,,6000,4,1392730000
2311,Yes,2018,563,8.2,,FIJI,FIJI ISLANDS,-18.178,-178.111,170,,,,,,,,,,,883483
2312,No,2018,8,6.3,,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.325,116.577,60,2,1,,1,1,2,,,1705,4,267663435
2313,No,2018,26,6.9,,INDONESIA,INDONESIA:  LOMBOK ISLAND,-8.324,116.626,60,10,1,,24,1,2,,,151,3,267663435
2314,Yes,2018,154,7.3,,VENEZUELA,VENEZUELA:  SUCRE; TRINIDAD,10.855,-62.883,90,5,1,,,,2,,,,3,0
2315,No,2018,10,6,,IRAN,IRAN:  KERMANSHAH,34.663,46.277,140,2,1,,267,3,3,,,2600,4,0
2316,Yes,2018,28,7.1,,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-22.066,170.05,170,,,,,,,,,,,284060
2317,No,2018,33,6.6,,JAPAN,JAPAN:  HOKKAIDO,42.671,141.933,30,44,1,,660,3,4,,1,,1,126529100
2318,No,2018,609,7.8,,FIJI,FIJI ISLANDS,-18.494,179.332,170,,,,,,,,,,,883483
2319,No,2018,10,5.5,,IRAN,IRAN:  KERMAN,28.342,59.315,140,1,1,,2,1,1,,,,1,0
2320,No,2018,10,5.6,,CHINA,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,23.332,101.552,30,,,,28,1,3,,,29000,4,1392730000
2321,No,2018,10,5.3,,INDIA,INDIA:  WEST BENGAL,26.374,90.165,60,1,1,,,,,,,,,1352617328
2322,Yes,2018,10,7.5,8,INDONESIA,INDONESIA:  SULAWESI,-0.178,119.84,170,4340,4,3,10679,4,4,5864,4,69483,4,267663435
2323,No,2018,12,5.9,,HAITI,HAITI: PORT-DEX-PAIX,20.041,-72.975,90,18,1,,580,3,2,,3,11497,4,11123176
2324,No,2018,9,6,5,INDONESIA,"INDONESIA:  MADURA ISLAND, JAVA",-7.456,114.453,60,4,1,,36,1,1,,,433,3,267663435
2325,Yes,2018,17,6.5,,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.743,169.522,170,,,,,,,,,,,284060
2326,Yes,2018,14,6.8,,GREECE,"GREECE:  IONIAN SEA:  ZAKYNTHOS, STROFADES",37.506,20.563,130,,,,3,1,1,,,,,10732882
2327,No,2018,9,5.6,,INDONESIA,INDONESIA:  SULAWESI:  MAMASA,-2.916,119.435,170,7,1,,,,2,,,,3,267663435
2328,No,2018,10,6.3,,IRAN,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.304,45.74,140,1,1,,759,3,1,,,,1,0
2329,No,2018,22,4.9,,AFGHANISTAN,AFGHANISTAN:  HINDU KUSH:  BAGHLAN,35.817,68.682,40,,,,9,1,1,,,60,2,37172386
2330,No,2018,41,7,,USA,ALASKA:  ANCHORAGE,61.34,-149.937,150,,,,117,3,4,2,1,1650,4,326687501
2331,Yes,2018,10,7.5,,NEW CALEDONIA,NEW CALEDONIA:  LOYALTY ISLANDS,-21.969,169.446,170,,,,,,,,,,,284060
